Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Silt,Cotton,110.59481115162065,30.69698086015866,False,False,Cloudy,69,2.1821461579445183
West,Peaty,Cotton,907.8839429247486,15.741904566770224,False,True,Cloudy,106,5.943184416589239
North,Clay,Cotton,338.6396549235391,33.70170721368012,False,True,Rainy,68,3.719830132777132
East,Silt,Cotton,359.116219247097,38.94109072865493,False,False,Cloudy,116,2.9608754424226005
South,Silt,Cotton,682.5921604807463,29.888999169960456,False,False,Sunny,121,3.5721053886337906
East,Chalky,Cotton,381.0907723003848,16.36809598140896,False,False,Sunny,148,2.373741303811776
North,Peaty,Cotton,853.1046412597271,22.462142383249883,True,True,Sunny,68,7.065450439506498
South,Clay,Cotton,162.60428272230172,28.974793504449444,True,False,Rainy,66,2.554246814744043
South,Sandy,Cotton,266.86290808797673,38.16532996623437,True,True,Rainy,73,4.475250115518018
East,Silt,Cotton,207.29119021367805,31.198047412481337,True,False,Rainy,66,2.765759075794967
North,Silt,Cotton,206.4228861626513,34.40274272801378,True,True,Sunny,99,5.147222104114488
South,Silt,Cotton,326.88290955857985,24.8778621409608,False,True,Cloudy,83,2.588554790588759
West,Sandy,Cotton,306.2341597817215,29.285628235084783,False,False,Rainy,110,2.3963064173131183
North,Loam,Cotton,309.4563384744689,32.364588755412484,False,True,Rainy,77,3.0329555192927447
East,Peaty,Cotton,183.9302573712503,15.158376493391192,True,False,Rainy,94,2.5695613796635675
East,Clay,Cotton,299.9581802566772,17.75388187477915,False,False,Cloudy,100,1.1153158762494326
South,Loam,Cotton,851.8664730583969,35.05097046518246,True,False,Sunny,90,5.87467428253447
West,Sandy,Cotton,418.6826431292384,23.006724333449306,False,True,Cloudy,124,3.805576562978642
South,Sandy,Cotton,590.1195760013904,15.66820650345736,False,False,Rainy,77,3.68119529460838
East,Sandy,Cotton,814.8526665575747,21.867945191963585,False,False,Sunny,106,4.940600559087104
South,Chalky,Cotton,797.0759882492742,17.266110306735772,True,False,Cloudy,83,6.182049844253306
East,Chalky,Cotton,690.2294451709745,34.943818470745185,False,True,Cloudy,144,5.292268058998091
West,Sandy,Cotton,562.4579580342288,19.246215568797695,True,True,Rainy,123,6.74388579064203
South,Silt,Cotton,412.17828702997457,28.880580287561266,False,False,Cloudy,74,3.3033824114154577
South,Sandy,Cotton,981.841228912492,33.516678501087725,False,True,Cloudy,76,6.666407977488415
West,Clay,Cotton,697.9810795336339,39.69817258643541,True,False,Cloudy,107,6.069473495206037
North,Loam,Cotton,976.9230822004556,30.214540835043508,True,False,Sunny,70,7.034599397298351
South,Silt,Cotton,493.3982712115029,26.448519012957508,False,True,Sunny,64,3.997285420410632
East,Clay,Cotton,285.0937914081585,22.06065713281128,True,False,Sunny,86,3.583442935049044
East,Clay,Cotton,831.2087354445439,20.221707477559697,True,True,Rainy,115,7.546938434308992
South,Peaty,Cotton,586.9451746009686,17.39062752768492,True,True,Cloudy,60,6.830933970130394
East,Sandy,Cotton,708.512169796294,27.52302571352361,False,False,Sunny,109,4.480857425004807
East,Peaty,Cotton,235.97410254870744,35.503469592433184,True,True,Rainy,65,4.014827776231639
South,Chalky,Cotton,813.9563861192578,20.76280169276658,False,False,Sunny,142,4.642391229334152
East,Silt,Cotton,533.0267926406675,28.346304341747164,True,False,Cloudy,132,4.067654820505807
East,Peaty,Cotton,689.8727398040292,15.394029930070976,True,True,Sunny,90,5.989203190715819
North,Loam,Cotton,507.7888016096291,33.07289538710872,True,False,Sunny,104,4.905303957437547
West,Loam,Cotton,533.8663410516116,15.328845318985197,True,True,Rainy,74,5.453550943053791
East,Loam,Cotton,754.1293475420837,18.867529067595733,True,False,Rainy,67,5.7687669494257285
West,Loam,Cotton,450.5704919771951,17.575608434247044,True,False,Cloudy,91,4.921385901339216
West,Clay,Cotton,957.833014762438,28.397570113948383,False,False,Rainy,72,5.503547415003173
North,Loam,Cotton,374.12147089373497,25.4196609978235,True,False,Sunny,60,3.8312494369695496
South,Chalky,Cotton,475.6924409351299,16.850466942290556,True,True,Sunny,72,5.922058865964782
South,Silt,Cotton,147.27026103857617,16.709078350050408,False,False,Sunny,123,0.1230930962608457
East,Loam,Cotton,707.4329231498285,38.51071464033262,False,True,Cloudy,70,5.557407416709128
North,Silt,Cotton,545.8486106104983,38.84602026229518,True,True,Rainy,148,6.565958410766525
South,Silt,Cotton,760.6767292347854,22.2161936306697,True,True,Sunny,142,6.476875124170725
West,Silt,Cotton,266.20052533380056,22.41602884220387,False,True,Sunny,77,2.226668909899985
West,Peaty,Cotton,185.71133485830865,32.415723363100625,True,True,Sunny,139,3.524653633654035
West,Clay,Cotton,635.9636606371082,37.92555668173942,False,True,Sunny,76,5.427224102753939
South,Loam,Cotton,678.182215626194,29.952195225215988,False,False,Cloudy,138,3.99093096095236
East,Chalky,Cotton,480.0503350578331,17.646890854771748,True,True,Sunny,87,6.476213996150598
South,Silt,Cotton,309.8095470695645,34.4548416310425,False,True,Sunny,72,4.006019151383601
East,Peaty,Cotton,793.0920468173776,20.49278785331889,True,False,Cloudy,79,6.277121334231183
West,Clay,Cotton,975.3093207185314,26.437354917501537,False,False,Rainy,104,6.065849939502795
North,Sandy,Cotton,913.864148531843,34.4317983929096,False,True,Rainy,85,7.047539686748289
West,Loam,Cotton,693.1777323162727,18.403983142709155,True,True,Rainy,82,5.996146473950591
West,Clay,Cotton,252.4386681068634,35.87425288804045,True,False,Cloudy,64,3.662126918772037
North,Silt,Cotton,408.9788756303233,38.3419055419389,True,False,Sunny,130,4.1261576663355655
South,Silt,Cotton,863.2818882905859,39.72408125469258,False,True,Rainy,101,7.341443894637523
East,Silt,Cotton,670.3571385467449,27.805776422332578,False,False,Sunny,92,3.830174251282621
South,Sandy,Cotton,274.858525087149,25.55743042223924,True,True,Sunny,79,4.776631219630113
West,Clay,Cotton,359.5571564204313,15.565833999796483,True,True,Cloudy,103,4.8192768858059125
West,Chalky,Cotton,680.0056256494856,16.700246714577577,False,True,Rainy,99,4.684544557889746
South,Chalky,Cotton,685.9433231943882,34.68852083990584,False,True,Sunny,92,6.301106869785112
East,Chalky,Cotton,453.85786669581336,29.006576016943814,True,False,Cloudy,68,3.828460675910291
South,Sandy,Cotton,650.2030141836298,16.838258496963732,False,True,Rainy,79,4.45670650239791
East,Clay,Cotton,155.81916702005725,26.514645054667035,False,True,Rainy,126,2.816860816288402
East,Chalky,Cotton,557.6686856424383,22.51472622621762,False,False,Rainy,95,2.654622010509437
West,Silt,Cotton,220.0396655608154,19.644647823692445,True,False,Cloudy,128,3.167435806875329
East,Sandy,Cotton,856.8840000397648,26.03989276736777,False,True,Cloudy,91,5.453977894982756
South,Loam,Cotton,289.4718515644885,24.218880890591574,False,False,Rainy,85,1.887141869160497
West,Chalky,Cotton,257.60068874859155,30.976815556318023,False,True,Cloudy,66,2.624488800109676
East,Loam,Cotton,626.820785047114,27.685231145853507,True,True,Rainy,77,5.569602730015955
North,Loam,Cotton,945.7125700397746,34.89461916557215,True,True,Rainy,148,8.28441262111994
West,Clay,Cotton,579.9599737565502,38.987746004000186,False,False,Rainy,102,3.029787176542495
South,Loam,Cotton,389.1216764257073,23.492928419994417,True,False,Sunny,89,3.620857160890966
South,Silt,Cotton,776.4938190632805,15.401158960232396,True,True,Rainy,68,6.499645211633386
North,Chalky,Cotton,882.5922449442191,23.125139112230634,False,True,Rainy,100,6.182401403925236
East,Loam,Cotton,678.0147159344323,39.98486624606712,False,True,Cloudy,144,6.391807294265544
East,Clay,Cotton,554.220592275014,31.923020086110476,True,False,Rainy,118,5.006954891728681
East,Peaty,Cotton,530.9795337547635,33.069975793147506,False,True,Sunny,88,4.596755892329192
South,Loam,Cotton,777.762990702629,16.763452853912714,True,False,Sunny,124,6.095174627418183
South,Silt,Cotton,117.727232200437,19.424722291147496,True,True,Rainy,121,3.338522564638024
North,Chalky,Cotton,651.3785514250582,20.550977314032973,False,True,Cloudy,96,5.0066780973513945
East,Sandy,Cotton,279.3066112458412,29.862442131411772,True,False,Cloudy,137,3.6154559733243103
East,Clay,Cotton,693.445736309869,20.91312352461091,True,True,Cloudy,112,6.153884042933794
South,Loam,Cotton,647.5126619340996,33.36311172677427,True,False,Rainy,83,5.145028648089759
South,Chalky,Cotton,682.4747276048657,26.43547872729765,True,False,Cloudy,106,5.099673526929002
West,Peaty,Cotton,391.0768508980899,33.89726733897869,False,True,Sunny,127,3.3811003281395733
East,Sandy,Cotton,391.9675771879008,38.36878542074745,True,True,Sunny,129,6.517684978059805
West,Chalky,Cotton,935.8391563176168,34.54300565200124,True,True,Sunny,129,7.615829078838845
South,Peaty,Cotton,831.9114496269812,36.31007311105496,False,False,Rainy,143,4.848000352158467
East,Loam,Cotton,657.5988977064945,15.656785171155954,False,True,Sunny,133,4.489893566593596
South,Loam,Cotton,139.9024157141742,25.99859589403746,False,True,Cloudy,130,1.4909811575142822
North,Clay,Cotton,402.9237050724626,36.05321410570564,True,True,Rainy,129,6.507356993365757
West,Chalky,Cotton,369.8249453484878,28.234943718159023,True,False,Sunny,122,4.170801723265964
North,Loam,Cotton,384.4719289242742,21.630115455921164,True,True,Sunny,121,5.180384252951912
South,Silt,Cotton,409.21713680480286,31.56113792168849,False,True,Rainy,131,3.882750282424055
East,Silt,Cotton,698.4657868650963,33.47214744459755,False,False,Sunny,70,4.478803581145462
East,Silt,Cotton,522.9941822477833,18.72807577518262,False,True,Rainy,60,5.131518634239466
North,Loam,Cotton,176.488598065531,16.998743273345383,False,False,Cloudy,109,1.9965213546908156
East,Sandy,Cotton,878.718641064829,19.9567255330722,False,False,Cloudy,143,4.487002917340364
West,Sandy,Cotton,412.1918671089368,18.730418897244206,False,False,Rainy,79,2.77871699556047
North,Silt,Cotton,531.1697643512775,15.871149537707556,False,True,Rainy,141,4.023303761560552
West,Silt,Cotton,477.8450257320741,27.35979168815164,True,False,Rainy,89,4.170689029136709
South,Loam,Cotton,471.4259069258951,32.26782246385298,True,False,Cloudy,117,4.248773106955047
East,Chalky,Cotton,309.5114425734723,21.190327458201157,True,False,Sunny,116,2.559859463873682
West,Silt,Cotton,700.7464676754865,35.623684450878265,True,True,Rainy,113,7.299987910128644
West,Peaty,Cotton,896.0302703321856,18.531526080390083,True,True,Sunny,71,7.112868948912335
East,Loam,Cotton,133.93653394725533,22.806048227618724,True,False,Sunny,84,3.273563223366585
West,Chalky,Cotton,992.8585477685726,34.657122425069886,True,True,Sunny,147,8.279814147830878
North,Loam,Cotton,813.2948551296222,18.666425662715916,False,False,Cloudy,114,5.353762577163863
East,Chalky,Cotton,727.5344376262125,26.66243673831837,False,False,Rainy,138,4.079728952153109
West,Chalky,Cotton,666.9880255077477,17.322067667947685,False,True,Sunny,73,5.839706912574528
East,Sandy,Cotton,996.646161368976,33.997423623400884,True,True,Cloudy,88,8.48982106841164
South,Loam,Cotton,659.584573577714,32.270595852347185,False,False,Rainy,83,3.594627004802274
South,Silt,Cotton,229.82395143703596,25.31169329044326,True,True,Cloudy,104,4.166681556652277
East,Peaty,Cotton,516.0352456868618,33.37727679358663,True,True,Rainy,113,6.007632719461433
West,Peaty,Cotton,823.2849753000738,32.1262387947818,False,False,Sunny,104,5.449227877429211
North,Sandy,Cotton,670.7465017049665,32.724420893143545,True,False,Rainy,135,4.855417527426504
West,Loam,Cotton,273.28586095520734,31.830537236649555,True,True,Sunny,119,3.809576652255885
West,Silt,Cotton,135.12340578441464,17.19290660626291,False,True,Rainy,116,1.9696852162580356
South,Sandy,Cotton,383.4671111184235,37.31689258718911,True,True,Sunny,74,4.4371854419726215
South,Sandy,Cotton,607.8371096610003,26.220865296327297,True,True,Cloudy,141,6.517712977694771
West,Sandy,Cotton,721.8801936059284,19.58252021929826,False,True,Rainy,116,6.230728103688654
North,Sandy,Cotton,219.7972008684864,28.13498070640264,True,True,Cloudy,71,4.008580599990402
West,Chalky,Cotton,676.633623545218,31.64090621203967,False,True,Rainy,117,5.443552898730967
South,Loam,Cotton,673.5173854343329,16.809217872391972,True,False,Sunny,120,6.288173467314049
East,Chalky,Cotton,595.701868536813,35.99233449281431,False,False,Cloudy,125,3.431615638473469
East,Clay,Cotton,855.058236692512,27.117607580824853,False,False,Sunny,104,4.173989773778122
North,Clay,Cotton,851.624299406049,37.53811970171283,False,True,Cloudy,78,6.324853709799612
North,Chalky,Cotton,977.381181690364,33.04065762820645,False,True,Sunny,71,6.497798012021745
South,Sandy,Cotton,787.7415522860156,34.44484748597674,True,False,Cloudy,128,5.877406054982814
South,Clay,Cotton,329.3061798139252,15.361245490083304,True,False,Cloudy,60,3.474069914309113
East,Silt,Cotton,269.8395402247983,26.965311621646688,True,True,Sunny,69,5.781915790682662
East,Clay,Cotton,192.74974627229648,26.03797112077401,False,True,Rainy,109,1.7650200395940832
North,Peaty,Cotton,318.118640006718,39.94795906299802,True,False,Sunny,98,4.577337615465238
West,Peaty,Cotton,203.37856665343827,17.366219656764816,False,True,Cloudy,130,2.9246443188803704
East,Loam,Cotton,627.8123322974168,23.14990605378789,True,True,Cloudy,72,5.133977976987618
West,Chalky,Cotton,964.1930996042372,24.53506249855716,True,True,Sunny,125,8.141801434636138
South,Peaty,Cotton,599.7773931188913,19.92809242356225,True,True,Cloudy,76,5.453472132873676
East,Peaty,Cotton,549.1786211315012,25.841527104469563,False,False,Sunny,90,3.296031347331343
North,Sandy,Cotton,639.7565319588781,21.75309548590886,True,False,Cloudy,110,5.360987688745425
South,Chalky,Cotton,479.5148061320833,33.011095340125514,True,True,Rainy,70,5.987800102136359
North,Clay,Cotton,246.99729640139552,36.26919904220826,True,False,Sunny,111,3.249321438982621
South,Sandy,Cotton,590.8597053804355,24.842424641840772,True,False,Rainy,112,4.548544099695326
West,Peaty,Cotton,406.3289007898194,15.086190505223769,True,False,Rainy,148,4.239240651789493
North,Chalky,Cotton,956.6529252034132,30.529453695233208,False,True,Cloudy,138,6.318727032881597
East,Silt,Cotton,232.403116095034,38.09495198303005,True,False,Cloudy,86,3.244511981581719
East,Silt,Cotton,842.8107171151548,34.92799305393103,False,False,Cloudy,141,4.628585487290564
East,Clay,Cotton,509.7028412999085,18.42141483342345,False,False,Cloudy,63,2.162339946485121
West,Chalky,Cotton,896.5939196220725,30.45671594821928,False,True,Rainy,111,6.571363525823582
North,Chalky,Cotton,210.4424782737269,15.519920857401418,True,False,Cloudy,122,3.351841385411628
East,Sandy,Cotton,365.900696638372,38.156455483151966,False,True,Rainy,141,3.336059956405664
North,Silt,Cotton,355.8840950336004,36.47039140476569,True,True,Rainy,105,4.980254682926813
North,Sandy,Cotton,417.6034691697054,16.209203159173864,False,False,Cloudy,74,2.254252291600841
North,Chalky,Cotton,585.3786033466197,15.89377371507117,False,True,Sunny,85,4.805670766602172
North,Peaty,Cotton,406.52115282493247,22.31517925166977,False,True,Sunny,105,3.960035657189147
East,Chalky,Cotton,152.52890436878496,24.45730673538456,False,True,Rainy,72,2.7808762587980502
West,Clay,Cotton,306.6788794016502,15.127720117464374,False,False,Rainy,94,1.997738882555843
North,Chalky,Cotton,443.4382887227168,35.61051380187212,False,False,Sunny,146,3.0578982015033964
West,Loam,Cotton,260.7444901227446,16.38125523059019,False,True,Rainy,118,2.517063718048552
West,Silt,Cotton,495.9875352606512,16.853153380638833,True,False,Sunny,93,5.004780513872486
North,Clay,Cotton,302.2228714657115,35.83771862726981,False,True,Cloudy,85,3.4619323822853976
West,Silt,Cotton,109.00782587346708,24.32862195410866,True,False,Rainy,143,3.4077074379175167
West,Clay,Cotton,993.695736128711,35.77546345211785,True,True,Rainy,126,9.352438237523833
East,Peaty,Cotton,950.143532037031,19.14425875735557,True,False,Cloudy,74,5.952598764763823
West,Sandy,Cotton,673.4727905379292,16.123044976872347,False,False,Rainy,118,3.791310811577149
East,Peaty,Cotton,167.70047245252715,28.825029215429083,True,True,Sunny,115,4.0392203402538165
North,Peaty,Cotton,184.2098306947214,37.40787252157141,False,False,Cloudy,74,2.031449078074873
North,Peaty,Cotton,366.0222303413215,20.20822065836956,False,True,Cloudy,94,4.486258252321132
North,Chalky,Cotton,958.8217392343656,16.30476039606085,False,False,Sunny,67,4.67330272077156
West,Clay,Cotton,581.0380610906327,31.53296521691979,False,True,Cloudy,128,5.049685980183448
South,Clay,Cotton,433.1330227631488,39.68883823089574,False,True,Sunny,77,4.0693556351808855
South,Loam,Cotton,809.0232354772191,32.405720158411604,True,True,Rainy,133,6.836897767911609
East,Silt,Cotton,701.2760105768974,19.19417495250377,True,True,Rainy,137,6.20877631462386
East,Peaty,Cotton,833.1753013156842,25.83209304237889,True,False,Rainy,114,5.36584476117808
South,Clay,Cotton,839.0601988161721,30.37657011014716,False,False,Sunny,87,4.5562258866506165
West,Clay,Cotton,162.88000394830854,22.080477723935232,True,False,Cloudy,137,3.276307669194253
West,Chalky,Cotton,231.49311792527143,22.9420447509115,True,True,Cloudy,83,3.965941931363977
South,Silt,Cotton,920.900820914088,36.777411843360014,False,False,Cloudy,67,5.039739964188385
West,Chalky,Cotton,626.9898389666251,20.655478012951523,False,True,Sunny,142,4.519726033191385
West,Clay,Cotton,890.7659723900609,39.7428968881561,True,False,Sunny,78,6.529880723339314
West,Peaty,Cotton,616.472909735757,26.939345456987603,False,False,Sunny,109,2.370419187094797
North,Chalky,Cotton,935.2422475492308,39.46139401280859,True,True,Sunny,77,7.849782156416238
East,Loam,Cotton,844.6853417618597,38.26408235251249,True,False,Rainy,91,6.669520100462269
West,Silt,Cotton,509.0579352312533,33.18387595829884,True,True,Sunny,90,6.146573823822404
South,Loam,Cotton,100.3915904321956,36.38921492158815,False,False,Sunny,128,0.9684226488718348
West,Silt,Cotton,457.8416185871969,34.32002889546676,True,False,Cloudy,92,4.512124805757527
East,Sandy,Cotton,983.4292518697748,37.85294092579416,False,False,Rainy,100,6.294743767811207
North,Sandy,Cotton,192.0144792677957,16.53659955174993,False,True,Sunny,115,2.101818533686698
West,Loam,Cotton,453.7776211636043,22.214654801617293,True,False,Sunny,88,3.758909745262867
North,Silt,Cotton,354.1194073064334,23.79127055960633,True,False,Rainy,87,3.268564164701528
West,Peaty,Cotton,377.0709696951772,30.96256957061309,False,True,Sunny,64,4.563199749217079
West,Silt,Cotton,312.7046399185191,16.596468428692706,True,False,Rainy,92,3.335288627573385
East,Sandy,Cotton,955.9805139315034,35.6479739433928,False,True,Sunny,101,5.854898438184263
South,Clay,Cotton,526.5342541675566,38.541072692002864,True,False,Sunny,135,5.475692394449689
South,Chalky,Cotton,341.4602415089886,16.08449169285541,False,True,Cloudy,126,3.406108362184913
North,Peaty,Cotton,645.0587261191621,22.771810675172883,False,True,Rainy,60,4.137392931854865
South,Clay,Cotton,899.599966260196,28.486935567822847,True,False,Sunny,68,6.953600916512139
West,Chalky,Cotton,239.2409356074966,33.8070353066896,True,False,Cloudy,95,2.995041367250864
West,Clay,Cotton,889.0755705986949,27.071186741779016,False,True,Cloudy,86,6.556193744728012
East,Silt,Cotton,854.7416045931363,36.08663718279466,False,False,Cloudy,136,5.451880639204887
East,Loam,Cotton,193.57219122108847,36.21857580845762,True,True,Rainy,143,3.831997646932931
West,Chalky,Cotton,395.0731005331348,36.73677266138671,True,False,Rainy,117,4.085672630050848
North,Silt,Cotton,795.9915133715239,22.504684111961872,True,True,Cloudy,133,7.4387540360207645
South,Sandy,Cotton,932.0316557828936,36.53073461219917,False,False,Cloudy,66,4.726514528744056
East,Chalky,Cotton,891.0936089800466,30.68809632274715,True,True,Sunny,95,8.029791090337868
North,Chalky,Cotton,366.21332817579656,36.565206046617526,False,True,Rainy,143,3.0612799618704853
South,Silt,Cotton,857.6005507886271,39.82767973520773,True,False,Rainy,75,6.630014618369569
East,Loam,Cotton,627.9236130425049,28.13871700380933,True,True,Sunny,119,7.422092033891428
South,Sandy,Cotton,299.5269208675203,37.39368573417942,False,False,Sunny,88,1.7622759222398392
East,Chalky,Cotton,854.422267208033,39.637286416346,True,True,Cloudy,77,7.934667576629689
North,Peaty,Cotton,405.25328984093534,39.60054043902467,True,False,Cloudy,108,3.576391791780295
South,Chalky,Cotton,384.8790122712197,36.72364125764567,False,False,Rainy,80,2.4165196809832623
North,Chalky,Cotton,748.0682002818589,27.639444618715487,False,False,Cloudy,138,4.639656521040092
West,Clay,Cotton,212.54012136006617,36.05347815729408,False,False,Rainy,100,2.421278327062827
West,Chalky,Cotton,761.0051233967313,19.29639482804693,True,True,Cloudy,70,6.360411190854162
East,Chalky,Cotton,107.42592039870044,20.40335232600062,True,False,Sunny,89,2.6087351617012806
North,Clay,Cotton,508.5637079721403,22.697755334698908,True,True,Rainy,108,4.96676640044936
North,Chalky,Cotton,847.1646477265016,26.55853949369979,False,False,Sunny,123,4.265169649810845
West,Loam,Cotton,810.1758019082948,32.49063879249614,True,False,Cloudy,113,5.781300130334177
North,Chalky,Cotton,245.7537782994876,15.269376634085043,True,False,Rainy,137,2.181029749274561
East,Clay,Cotton,566.350022860275,34.07241509841941,True,False,Sunny,141,4.929220734631191
South,Loam,Cotton,398.26128280027154,18.22022508062104,False,False,Sunny,117,2.4881240332608656
North,Silt,Cotton,494.18789110378094,28.81533762024165,False,True,Rainy,95,4.598066359184
North,Silt,Cotton,880.4688189090973,21.194771513014917,False,False,Sunny,100,4.595018974055776
South,Clay,Cotton,214.6934461588654,23.026188184181187,False,False,Rainy,141,2.2532454117012986
North,Peaty,Cotton,810.5159356051469,31.698806670040835,False,True,Rainy,72,5.988791439641117
North,Silt,Cotton,252.1892499310077,20.50176574948276,True,True,Cloudy,72,4.320527158075817
South,Silt,Cotton,236.4129337631409,28.23105345879364,True,False,Cloudy,133,3.841490537066144
East,Loam,Cotton,219.5282821890654,20.82725487008757,True,False,Sunny,126,3.5172513668905427
North,Chalky,Cotton,916.893277661103,27.148235991353047,True,True,Rainy,100,7.471534896558086
West,Sandy,Cotton,105.19439311940418,27.84446983992781,False,False,Sunny,129,-0.2377308013495254
South,Silt,Cotton,713.5586174348937,29.534933489853756,False,False,Sunny,132,2.4961498726257707
West,Peaty,Cotton,232.137242042856,34.23012152928616,True,False,Sunny,149,2.7931750474730253
East,Loam,Cotton,315.2323489439199,23.05769956517218,False,False,Cloudy,99,2.021384716550896
South,Chalky,Cotton,226.3521320070365,34.548658610978464,False,True,Cloudy,113,2.6352959020992097
East,Peaty,Cotton,817.1187230316579,29.767086126176626,True,False,Rainy,116,6.281762609880181
West,Chalky,Cotton,149.99850918501716,22.28485750802576,True,False,Cloudy,129,2.6448823194215474
West,Silt,Cotton,342.75762506621004,38.98178576237521,False,False,Sunny,94,2.0034832346646074
West,Silt,Cotton,811.7209448693229,36.92869223166396,True,True,Sunny,110,8.057651468253272
South,Clay,Cotton,709.4212050914741,17.369817262978806,False,False,Rainy,60,3.356374678372944
North,Sandy,Cotton,554.8964923936464,28.662972356639774,True,True,Sunny,109,5.8943415458416055
North,Chalky,Cotton,948.3434988562778,27.336742406595427,False,True,Cloudy,94,6.7785552883775
West,Chalky,Cotton,663.1048340015318,23.08393671896227,False,False,Sunny,125,5.393288061123084
North,Sandy,Cotton,755.7201838156209,18.272683973751604,False,True,Cloudy,133,5.758764106022404
South,Loam,Cotton,133.91607367155942,31.208329402082768,False,False,Cloudy,118,1.753708344059015
West,Chalky,Cotton,520.4465217310518,39.94056603217916,False,True,Sunny,114,4.84411015688219
East,Clay,Cotton,189.34541211150992,24.75675435807652,True,True,Cloudy,72,3.353428591851177
South,Silt,Cotton,989.407542236936,26.71537054005797,True,False,Rainy,89,7.149436461846111
South,Sandy,Cotton,688.8077685423292,17.769611701493446,False,False,Rainy,96,3.621593842421335
South,Loam,Cotton,677.4338357993605,25.33522439597209,True,True,Sunny,98,6.512827194182644
North,Chalky,Cotton,629.6371790613322,31.0034368256904,True,False,Rainy,91,4.322131178147022
East,Silt,Cotton,814.194953626333,28.4164092169085,True,False,Sunny,74,5.85707088675497
North,Chalky,Cotton,288.7492198270589,18.25341646855335,False,True,Cloudy,99,3.139116169038895
West,Chalky,Cotton,762.8667554763896,37.63571430280327,True,False,Sunny,71,6.078531819471523
West,Clay,Cotton,385.92633636827287,20.03847863882857,True,False,Sunny,80,3.729573803620885
East,Chalky,Cotton,761.7985224950046,36.61539973511314,False,False,Sunny,60,5.055319441508987
East,Clay,Cotton,350.4054138611909,33.48709038011571,True,True,Sunny,95,5.465143162881702
North,Chalky,Cotton,269.3969288720893,37.57592197482573,False,False,Sunny,104,2.203738684062376
West,Clay,Cotton,528.1561491808775,19.325488664322798,True,True,Rainy,69,6.31542207228228
East,Loam,Cotton,369.0587788864736,22.193768307806693,True,False,Rainy,79,3.345668610891728
South,Sandy,Cotton,315.7375082343161,29.783164610255437,False,True,Rainy,101,3.620990099854068
North,Sandy,Cotton,256.28674014776794,15.581289919170857,True,False,Sunny,64,3.159213114951901
West,Peaty,Cotton,496.07467645765854,24.423990618451484,False,True,Sunny,128,4.22781040299187
East,Chalky,Cotton,677.910153491872,22.135030017770557,True,True,Rainy,134,7.260142935284984
South,Clay,Cotton,548.7504182778378,16.73963045275064,True,False,Rainy,135,4.367958871049456
East,Silt,Cotton,281.679649133717,18.19989961026171,True,True,Cloudy,77,4.012910697812635
South,Chalky,Cotton,473.1598922801845,17.85592726986334,True,False,Sunny,145,4.740003556658542
East,Chalky,Cotton,570.1068034212906,39.33849862455634,True,False,Rainy,101,4.902678962225947
West,Loam,Cotton,268.185572272996,15.218211639105142,True,True,Cloudy,72,4.403046331761326
West,Silt,Cotton,489.33182672131295,37.58764528781893,False,True,Cloudy,130,4.235379842264203
South,Chalky,Cotton,657.3773914590709,26.77808968788876,True,False,Sunny,99,4.7144066904355695
South,Clay,Cotton,911.2339731955162,28.732933824921798,False,True,Cloudy,126,5.814487343515702
North,Silt,Cotton,643.8749040868787,29.777272118829213,True,True,Rainy,91,6.852586715760285
South,Sandy,Cotton,914.663330178124,28.07572793518125,True,False,Sunny,136,6.969473316513583
South,Silt,Cotton,476.9042000770417,36.41131744424404,True,False,Sunny,141,4.400871821226538
East,Peaty,Cotton,384.0957220409155,18.854113590780205,False,True,Sunny,75,3.980757173641394
North,Peaty,Cotton,846.22898550733,23.210276584622743,False,False,Rainy,129,4.67835396252197
North,Loam,Cotton,212.22553732838668,15.927233925394976,True,True,Rainy,75,3.617764964518495
West,Chalky,Cotton,625.6483118647211,28.505531862054127,False,True,Rainy,70,5.001322630889293
East,Chalky,Cotton,245.37521411665264,29.91274050139865,True,True,Sunny,143,3.850200716539168
North,Loam,Cotton,254.60653322892855,21.3383188516288,False,False,Cloudy,84,1.7338097450866643
South,Peaty,Cotton,892.8353347509002,33.95928871393535,False,True,Sunny,128,5.595940262997615
South,Chalky,Cotton,959.06430132627,33.372205169046495,False,True,Sunny,84,6.7073678118417455
North,Sandy,Cotton,325.8462125406691,22.508340960533168,False,False,Cloudy,83,2.2177835708085456
South,Sandy,Cotton,304.2555325870691,17.10752436207547,True,False,Rainy,114,3.4015217000509166
West,Clay,Cotton,151.95473994182146,33.064066088028774,True,False,Rainy,142,3.146447017918993
North,Clay,Cotton,957.6542936760062,23.49454705165774,True,True,Sunny,92,7.866845601713555
West,Sandy,Cotton,912.9058198971692,30.586011099451007,True,False,Sunny,100,6.960476552494388
East,Sandy,Cotton,965.9084569519084,33.923854114494745,False,False,Rainy,75,5.443357618604779
West,Peaty,Cotton,684.2518255559517,17.612559934607873,False,False,Cloudy,118,3.1199434728513964
West,Loam,Cotton,673.5062980436368,31.60454999792877,False,False,Cloudy,90,3.697617712489756
West,Sandy,Cotton,191.84417063419613,35.697537444242386,True,False,Rainy,69,2.186978051043484
South,Clay,Cotton,976.197505057003,33.237870118936186,False,True,Cloudy,110,6.412052432069204
